EXPORT DATE,HSN CODE,DESCRIPTION,EXPORTER NAME,EXPORTER ADDRESS,EXPORTER PIN,EXPORTER CITY,EXPORTER STATE,EXPORTER PHONE,EXPORTER EMAIL,IMPORTER NAME,Importer_Address,IMPORTER COUNTRY,UNIT,QUANTITY,CURRENCY,UNIT RATE,FOB INV VALUE,FOB IN USD,IMPORT PORT,EXPORT PORT,SHIPPING BILLNO
08/11/2025,20081100,PEANUT BUTTER LOT NO. 2510580T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,5988.0,USD,1.825,10928.1,10928.1,Napier / HASTINGS,MUNDRA SEA,6813379
08/11/2025,20081100,PEANUT BUTTER LOT NO. 2510581T PEANUT BU TTER - CRUNCHY NAS,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,693.0,USD,1.95556,1355.2,1355.2,Auckland,MUNDRA SEA,6815404
08/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,SINGAPORE,KGS,4704.0,USD,1.66667,7840.02,7840.02,Singapore,MUNDRA SEA,6815489
08/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,SINGAPORE,KGS,2937.6,USD,1.47059,4320.01,4320.01,Singapore,MUNDRA SEA,6815489
08/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,SINGAPORE,KGS,4977.6,USD,1.47059,7320.01,7320.01,Singapore,MUNDRA SEA,6815489
08/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,SINGAPORE,KGS,8064.0,USD,1.66667,13440.03,13440.03,Singapore,MUNDRA SEA,6815489
07/11/2025,20081100,PEANUT BUTTER LOT NO. 2510582T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,PRIME TRADING CO LLC,nan,OMAN,KGS,2080.8,USD,2.08333,4334.99,4276.84,Sohar,MUNDRA SEA,6786815
07/11/2025,20081100,PEANUT BUTTER LOT NO. 2510582T PEANUT BU TTER - CREAMY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,PRIME TRADING CO LLC,nan,OMAN,KGS,5508.0,USD,2.04248,11249.98,11099.08,Sohar,MUNDRA SEA,6786815
07/11/2025,20081100,PEANUT BUTTER LOT NO. 2510582T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,PRIME TRADING CO LLC,nan,OMAN,KGS,3304.8,USD,2.04248,6749.99,6659.45,Sohar,MUNDRA SEA,6786815
07/11/2025,20081993,Fried Onion Flakes (Coated) 15 CARTON BO X INSIDE 2 ALUMINIUM FOIL BAG OF 10.00 K GS NET OTHER DETAILS AS PER INVOICE & PL,NEW FOOD,S NO 38 3P 2P1 LUSADI ROAD AT BHA DRA TA MAHUVA,PIN-364290,"MAHUVA,GUJARAT",GUJARAT,nan,nan,KONTAKT VN LIMITED,nan,GREECE,KGS,300.0,USD,1.715,514.5,514.5,Thessaloniki,MUNDRA SEA,6786143
07/11/2025,20081993,Fried Onion Flakes 15 CARTON BOX INSIDE 2 ALUMINIUM FOIL BAG OF 10.00 KGS NET OT HER DETAILS AS PER INVOICE & PL,NEW FOOD,S NO 38 3P 2P1 LUSADI ROAD AT BHA DRA TA MAHUVA,PIN-364290,"MAHUVA,GUJARAT",GUJARAT,nan,nan,KONTAKT VN LIMITED,nan,GREECE,KGS,300.0,USD,1.945,583.5,583.5,Thessaloniki,MUNDRA SEA,6786143
07/11/2025,20081100,PEANUT BUTTER LOT NO. 2510582T PEANUT BU TTER - CREAMY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,PRIME TRADING CO LLC,nan,OMAN,KGS,7282.8,USD,2.14461,15618.77,15409.27,Sohar,MUNDRA SEA,6786815
07/11/2025,20081100,PEANUT BUTTER LOT NO. 2510582T PEANUT BU TTER - CREAMY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,PRIME TRADING CO LLC,nan,OMAN,KGS,4161.6,USD,2.08333,8669.99,8553.69,Sohar,MUNDRA SEA,6786815
06/11/2025,20081100,PEANUT BUTTER LOT NO. 2510572T PEANUT BU TTER - EXTRA CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,2592.0,USD,1.825,4730.4,4730.4,Auckland,MUNDRA SEA,6743248
06/11/2025,20081100,PEANUT BUTTER LOT NO. 2510572T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,5910.0,USD,1.825,10785.75,10785.75,Auckland,MUNDRA SEA,6743248
06/11/2025,20081100,PEANUT BUTTER LOT NO. 2510572T PEANUT BU TTER - SMOOTH,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,9798.0,USD,1.825,17881.35,17881.35,Auckland,MUNDRA SEA,6743248
05/11/2025,20081100,PEANUT BUTTER LOT NO. 2510586T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,HEDEF TUKETIM URUNLERI,nan,MOROCCO,KGS,5222.4,USD,2.52941,13209.59,13209.59,Casablanca,MUNDRA SEA,6704789
05/11/2025,20081100,PEANUT BUTTER LOT NO. 2510586T PEANUT BU TTER - CREAMY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,HEDEF TUKETIM URUNLERI,nan,MOROCCO,KGS,10444.8,USD,2.52941,26419.18,26419.18,Casablanca,MUNDRA SEA,6704789
05/11/2025,20081100,PEANUT BUTTER LOT NO. 2510574T PEANUT BU TTER - SMOOTH,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,7335.0,USD,1.95556,14344.03,14344.03,Auckland,MUNDRA SEA,6702954
05/11/2025,20081100,PEANUT BUTTER LOT NO. 2510574T PEANUT BU TTER - SMOOTH NAS,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,2772.0,USD,1.95556,5420.81,5420.81,Auckland,MUNDRA SEA,6702954
05/11/2025,20081100,PEANUT BUTTER LOT NO. 2510574T PEANUT BU TTER - CRUNCHY NAS,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,2772.0,USD,1.95556,5420.81,5420.81,Auckland,MUNDRA SEA,6702954
05/11/2025,20081100,PEANUT BUTTER LOT NO. 2510574T PEANUT BU TTER - EXTRA CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,1386.0,USD,1.95556,2710.41,2710.41,Auckland,MUNDRA SEA,6702954
05/11/2025,20081100,PEANUT BUTTER LOT NO. 2510574T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,2772.0,USD,1.95556,5420.81,5420.81,Auckland,MUNDRA SEA,6702954
05/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,SOUTH AFRICA,KGS,25410.0,USD,1.69166,42985.08,41560.08,Durban,MUNDRA SEA,6719165
05/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,SOUTH AFRICA,KGS,25410.0,USD,1.69167,42985.33,41560.33,Durban,MUNDRA SEA,6719165
05/11/2025,20081100,PEANUT BUTTER - 400G,SUPER NUTRI FOODS,1 RAJ COMPLEX BELOW HOTEL GURUKRUPA BHD OLD S T STAND,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",nan,nan,nan,ZENKO KENYA LIMITED,nan,KENYA,KGS,9600.0,USD,2.00312,19229.95,18475.16,Mombasa,MUNDRA SEA,6704802
05/11/2025,20081100,PEANUT BUTTER - 250G,SUPER NUTRI FOODS,1 RAJ COMPLEX BELOW HOTEL GURUKRUPA BHD OLD S T STAND,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",nan,nan,nan,ZENKO KENYA LIMITED,nan,KENYA,KGS,6000.0,USD,2.22167,13330.02,12806.81,Mombasa,MUNDRA SEA,6704802
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510572T PEANUT BU TTER - SMOOTH,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,9798.0,USD,1.825,17881.35,17881.35,Auckland,MUNDRA SEA,6685496
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510572T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,5910.0,USD,1.825,10785.75,10785.75,Auckland,MUNDRA SEA,6685496
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510572T PEANUT BU TTER - EXTRA CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,2592.0,USD,1.825,4730.4,4730.4,Auckland,MUNDRA SEA,6685496
04/11/2025,20081100,"SPLIT BLANCHED PEANUT 50/60 LOT NO. SNB2 526229 , 25 KGVACUUM BAGS",SHREEJI NUT BUTTER,SURVEY NO 143 MAHUVA SAVARKUNDLA R OAD TAVEDA,PIN-364290,"MAHUVA,GUJARAT",nan,nan,nan,A.S.R.O.,nan,GERMANY,MTS,25.0,USD,1460.0,36500.0,36500.0,Hamburg,MUNDRA SEA,6690883
04/11/2025,20081100,PEANUT BUTTER (510G),SUPER NUTRI FOODS,1 RAJ COMPLEX BELOW HOTEL GURUKRUPA BHD OLD S T STAND,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",nan,nan,nan,ROBERTO FOOD IMPORTS LIMITED,nan,ISRAEL,KGS,11934.0,USD,2.20588,26324.97,26324.97,Ashdod,MUNDRA SEA,6690173
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510577T PEANUT BU TTER - SMOOTH,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,9300.0,USD,1.825,16972.5,16972.5,Auckland,MUNDRA SEA,6690178
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510577T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,9000.0,USD,1.825,16425.0,16425.0,Auckland,MUNDRA SEA,6690178
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510573T PEANUT BU TTER - SMOOTH,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,5341.5,USD,1.95556,10445.62,10445.62,Lyttelton,MUNDRA SEA,6690176
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510573T PEANUT BU TTER - SMOOTH NAS,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,3150.0,USD,1.95556,6160.01,6160.01,Lyttelton,MUNDRA SEA,6690176
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510573T PEANUT BU TTER - CRUNCHY NAS,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,2025.0,USD,1.95556,3960.01,3960.01,Lyttelton,MUNDRA SEA,6690176
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510573T PEANUT BU TTER - EXTRA CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,2250.0,USD,1.95556,4400.01,4400.01,Lyttelton,MUNDRA SEA,6690176
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510573T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,4500.0,USD,1.95556,8800.02,8800.02,Lyttelton,MUNDRA SEA,6690176
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510575T PEANUT BU TTER - SMOOTH,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,9720.0,USD,1.825,17739.0,17739.0,Auckland,MUNDRA SEA,6686816
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510575T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,6480.0,USD,1.825,11826.0,11826.0,Auckland,MUNDRA SEA,6686816
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510575T PEANUT BU TTER - EXTRA CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,1944.0,USD,1.825,3547.8,3547.8,Auckland,MUNDRA SEA,6686816
04/11/2025,20081100,PEANUT BUTTER (AS PER INV),MOTHER NUTRI FOODS  LIMITED,SURVEY NO 276 1 OPP PETROL PUMP MAHUVA BHVANAGAR ROAD,364290,MAHUVA,nan,nan,nan,AL AJWAD INTERNATIONAL GENERAL TRAD,nan,SOUTH AFRICA,KGS,3400.0,USD,8.4,28560.0,27360.0,Durban,MUNDRA SEA,6686938
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510578T PEANUT BU TTER - EXTRA CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,3033.0,USD,1.95556,5931.21,5931.21,Lyttelton,MUNDRA SEA,6676790
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510578T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,3307.5,USD,1.95556,6468.01,6468.01,Lyttelton,MUNDRA SEA,6676790
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510578T PEANUT BU TTER - CRUNCHY NAS,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,2700.0,USD,1.95556,5280.01,5280.01,Lyttelton,MUNDRA SEA,6676790
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510578T PEANUT BU TTER - SMOOTH,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,3375.0,USD,1.95556,6600.02,6600.02,Lyttelton,MUNDRA SEA,6676790
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510578T PEANUT BU TTER - SMOOTH NAS,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,4500.0,USD,1.95556,8800.02,8800.02,Lyttelton,MUNDRA SEA,6676790
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510579T PEANUT BU TTER - EXTRA CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,4200.0,USD,1.825,7665.0,7665.0,Lyttelton,MUNDRA SEA,6677789
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510579T PEANUT BU TTER - SMOOTH,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,8100.0,USD,1.825,14782.5,14782.5,Lyttelton,MUNDRA SEA,6677789
04/11/2025,20081100,PEANUT BUTTER LOT NO. 2510579T PEANUT BU TTER - CRUNCHY,RUPAREL FOODS PRIVATE LIMITED,43 INDUSTRIAL PLOT N A,PIN-364290,MAHUVA/GUJ.,nan,nan,nan,NATURAL SUGARS (NEW ZEALAND) LIMITE,nan,NEW ZEALAND,KGS,6000.0,USD,1.825,10950.0,10950.0,Lyttelton,MUNDRA SEA,6677789
04/11/2025,20081100,PEANUT BUTTER - 800G,SUPER NUTRI FOODS,1 RAJ COMPLEX BELOW HOTEL GURUKRUPA BHD OLD S T STAND,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",nan,nan,nan,ZENKO KENYA LIMITED,nan,KENYA,KGS,17760.0,USD,2.05011,36409.95,35131.95,Mombasa,MUNDRA SEA,6692687
04/11/2025,20081100,PEANUT BUTTER (510G),SUPER NUTRI FOODS,1 RAJ COMPLEX BELOW HOTEL GURUKRUPA BHD OLD S T STAND,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",nan,nan,nan,ROBERTO FOOD IMPORTS LIMITED,nan,ISRAEL,KGS,11812.0,USD,2.20581,26055.03,26055.03,Ashdod,MUNDRA SEA,6677772
04/11/2025,20081100,PEANUT BUTTER CREAMY 510GM*12 jar in a B ox  6.120Kg Each Carton Box Net Wt Lot N o. : 251071,SHREEJI NUT BUTTER,SURVEY NO 143 MAHUVA SAVARKUNDLA R OAD TAVEDA,PIN-364290,"MAHUVA,GUJARAT",nan,nan,nan,M AL D TRADING CO,nan,SAUDI ARABIA,NOS,1400.0,USD,11.38,15932.0,15746.9,Dammam,MUNDRA SEA,6694649
04/11/2025,20081100,PEANUT BUTTER CREAMY 1KG*12 jar in a Box 12.000Kg Each Carton Box Net Wt  Lot No . : 251070,SHREEJI NUT BUTTER,SURVEY NO 143 MAHUVA SAVARKUNDLA R OAD TAVEDA,PIN-364290,"MAHUVA,GUJARAT",nan,nan,nan,M AL D TRADING CO,nan,SAUDI ARABIA,NOS,665.0,USD,21.48,14284.2,14118.25,Dammam,MUNDRA SEA,6694649
03/11/2025,20081100,PEANUT BUTTER 510G,SUPER NUTRI FOODS,1 RAJ COMPLEX BELOW HOTEL GURUKRUPA BHD OLD S T STAND,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",nan,nan,nan,HAMED A.KH. AL GHAMDI PARTNERSHIP C,nan,SAUDI ARABIA,KGS,18360.0,USD,1.74673,32069.96,31710.96,Dammam,MUNDRA SEA,6662010
03/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,UNITED ARAB EMIRATES,KGS,12240.0,USD,1.47059,18000.02,17635.02,Sharjah,MUNDRA SEA,6648014
03/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,UNITED ARAB EMIRATES,KGS,4896.0,USD,1.47059,7200.01,7054.01,Sharjah,MUNDRA SEA,6648014
03/11/2025,20081100,PEANUT BUTTER (510G),SUPER NUTRI FOODS,1 RAJ COMPLEX BELOW HOTEL GURUKRUPA BHD OLD S T STAND,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",nan,nan,nan,SAFCO INTERNATIONAL GENERAL TRADING,"P.O. Box No. 112690, Dubai Investments Park - II, Opp. Gulf News Press Building, Dubai - UAE",UNITED ARAB EMIRATES,KGS,15300.0,USD,1.77322,27130.27,26967.35,Jebel Ali,MUNDRA SEA,6656360
03/11/2025,20081100,PEANUT BUTTER (340G),SUPER NUTRI FOODS,1 RAJ COMPLEX BELOW HOTEL GURUKRUPA BHD OLD S T STAND,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",nan,nan,nan,SAFCO INTERNATIONAL GENERAL TRADING,"P.O. Box No. 112690, Dubai Investments Park - II, Opp. Gulf News Press Building, Dubai - UAE",UNITED ARAB EMIRATES,KGS,9384.0,USD,1.90002,17829.79,17722.71,Jebel Ali,MUNDRA SEA,6656360
02/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,SOMAALIA,KGS,4977.6,USD,1.83824,9150.02,8858.37,Mogadishu,MUNDRA SEA,6634433
02/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,UNITED ARAB EMIRATES,KGS,12240.0,USD,1.43382,17549.96,17474.48,Jebel Ali,MUNDRA SEA,6634432
02/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,UNITED ARAB EMIRATES,KGS,3672.0,USD,1.55229,5700.01,5675.49,Jebel Ali,MUNDRA SEA,6634432
02/11/2025,20081100,PEANUT BUTTER O/D AS PER INV PL,R M FOODS,SURVEY NO 171 PAIKEE 1 HARIPAR ROAD VILLEGE TAVEDA,PIN-364290,MAHUVA/GUJARAT,nan,nan,nan,SAME AS CONSIGNEE,nan,SOMAALIA,KGS,20196.0,USD,1.83824,37125.1,35941.75,Mogadishu,MUNDRA SEA,6634433
01/11/2025,20081100,PEANUT BUTTER CARTONS LOT NO: 2510B- Oth er details as per invoice and packaging list,SAAZ FOODS,52 HAKIMI VILLA SAIFEE SOCIETY TAMBOLI NAL NEAR MALI NI VADI,PIN-364290,"MAHUVA, DIST.BHAVNAGAR/GUJARAT",DIST.BHAVNAGAR/GUJARAT,nan,nan,TGFCA,nan,IRAQ,KGS,16932.0,USD,2.325,39366.9,38916.9,Umm Qasr,MUNDRA SEA,6623949
27/11/2025,21033000,MUSTARD POWDER (O/D AS PER INV).,NDV FOODS,160 3 Nana Jadra Saver Kundla Road,364290,Mahuva,nan,nan,nan,TO ORDER,nan,LITHUANIA,KGS,1500.0,USD,1.5,2250.0,2250.0,Klaipeda,MUNDRA SEA,7379337
28/11/2025,25162000,SAND STONE ONE SIDE NATURAL ONE SIDE CAL IBRATED EDGES HAND CUT CALIBRATED 18 MM RAJ GREEN PAVINGS. O/D AS PER INV,MARUTI EXPORTS,NEAR GANESH TEPLE MAHUVA BHAVNAGAR HIGHWAY VILLAGE TALGAJARDA,PIN-364290,"TAL-MAHUVA, DIST.BHAVNAGAR/GUJ.",DIST.BHAVNAGAR/GUJ.,nan,nan,TO ORDER,nan,UNITED KINGDOM,SQM,518.4,GBP,7.1,3680.64,4802.02,Felixstowe,MUNDRA SEA,7419375
